entity_id,country,location_name,year_month,year,month,monthly_precip_mm,monthly_nasa_precip_mm,monthly_open_meteo_precip_mm,mean_daily_source_abs_diff_mm,rainy_days,heavy_rain_days,monthly_source_bias_mm
SEA_TL_DILI,Timor-Leste,Dili,2023-11-01,2023,11,78.03,105.36,50.7,4.144,14,0,54.66
SEA_TL_DILI,Timor-Leste,Dili,2023-12-01,2023,12,166.78,122.56,211.0,5.7,26,1,-88.44
SEA_TL_DILI,Timor-Leste,Dili,2024-01-01,2024,1,211.8,253.4,170.20000000000002,5.441935483870967,19,4,83.19999999999999
SEA_TL_DILI,Timor-Leste,Dili,2024-02-01,2024,2,249.065,265.73,232.4,8.674827586206897,25,3,33.33000000000001
SEA_TL_DILI,Timor-Leste,Dili,2024-03-01,2024,3,273.16,191.02,355.3,7.741935483870968,28,5,-164.28
SEA_TL_DILI,Timor-Leste,Dili,2024-04-01,2024,4,177.89499999999998,140.89000000000001,214.9,7.449,19,3,-74.00999999999999
SEA_TL_DILI,Timor-Leste,Dili,2024-05-01,2024,5,68.39,18.580000000000002,118.2,3.2135483870967745,8,1,-99.62
SEA_TL_DILI,Timor-Leste,Dili,2024-06-01,2024,6,28.645,17.990000000000002,39.3,1.143,11,0,-21.309999999999995
SEA_TL_DILI,Timor-Leste,Dili,2024-07-01,2024,7,45.195,11.69,78.7,2.4267741935483866,6,0,-67.01
SEA_TL_DILI,Timor-Leste,Dili,2024-08-01,2024,8,6.904999999999999,0.01,13.799999999999999,0.4454838709677419,3,0,-13.79
SEA_TL_DILI,Timor-Leste,Dili,2024-09-01,2024,9,17.32,6.94,27.7,0.784,5,0,-20.759999999999998
SEA_TL_DILI,Timor-Leste,Dili,2024-10-01,2024,10,92.285,42.17,142.4,4.811935483870968,16,1,-100.23
SEA_TL_DILI,Timor-Leste,Dili,2024-11-01,2024,11,135.375,30.95,239.8,7.1290000000000004,22,0,-208.85000000000002
SEA_TL_DILI,Timor-Leste,Dili,2024-12-01,2024,12,320.91,166.22,475.6,12.204516129032259,30,5,-309.38
SEA_TL_DILI,Timor-Leste,Dili,2025-01-01,2025,1,314.85,262.9,366.8,9.498709677419354,28,4,-103.90000000000003
SEA_TL_DILI,Timor-Leste,Dili,2025-02-01,2025,2,321.815,270.33,373.3,10.560357142857143,26,3,-102.97000000000003
SEA_TL_DILI,Timor-Leste,Dili,2025-03-01,2025,3,274.75,215.9,333.6,7.589677419354839,30,2,-117.70000000000002
SEA_TL_DILI,Timor-Leste,Dili,2025-04-01,2025,4,179.815,149.23,210.4,6.730333333333333,22,1,-61.170000000000016
SEA_TL_DILI,Timor-Leste,Dili,2025-05-01,2025,5,153.32,70.44,236.2,6.392903225806452,21,1,-165.76
SEA_TL_DILI,Timor-Leste,Dili,2025-06-01,2025,6,39.81,10.02,69.60000000000001,2.038,9,0,-59.58000000000001
