entity_id,date,country,location_name,canonical_latitude,canonical_longitude,nasa_power_precipitation_mm,nasa_power_temp_mean_c,nasa_power_temp_max_c,nasa_power_temp_min_c,nasa_power_relative_humidity_pct,nasa_power_wind_speed_ms,nasa_power_surface_pressure_kpa,open_meteo_precipitation_mm,open_meteo_temp_mean_c,open_meteo_temp_max_c,open_meteo_temp_min_c,open_meteo_relative_humidity_pct,open_meteo_wind_speed_ms,open_meteo_surface_pressure_kpa,precipitation_mm_mean_two_sources,precipitation_mm_abs_diff
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-04,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.32,26.91,28.75,25.88,82.65,3.75,100.64,1.0,26.7,28.9,25.4,83.0,2.8611,100.95,0.66,0.6799999999999999
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-05,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.57,26.36,27.9,25.26,82.78,3.79,100.64,0.1,26.3,28.2,25.3,82.0,3.6944,100.98,0.33499999999999996,0.47
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-06,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.05,26.26,28.18,24.97,79.53,2.52,100.69,0.8,26.1,28.9,24.1,84.0,2.5833,101.03,0.42500000000000004,0.75
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-07,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.09,26.35,28.35,24.69,83.41,1.61,100.72,2.5,26.2,28.5,24.1,87.0,1.75,101.07,1.295,2.41
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-08,Brunei,Bandar Seri Begawan,4.9031,114.9398,1.71,26.28,27.5,25.19,89.74,1.98,100.65,14.4,26.3,29.0,23.7,88.0,1.9444,101.02,8.055,12.690000000000001
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-09,Brunei,Bandar Seri Begawan,4.9031,114.9398,6.36,27.1,29.12,25.99,86.81,1.97,100.68,13.9,26.1,29.3,24.1,91.0,2.0278,100.99,10.13,7.54
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-10,Brunei,Bandar Seri Begawan,4.9031,114.9398,5.22,27.04,29.37,25.52,84.92,2.19,100.77,0.5,26.3,30.1,23.3,88.0,1.75,101.12,2.86,4.72
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-11,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.73,26.57,29.03,24.24,82.49,2.72,100.84,0.0,26.8,29.4,24.7,86.0,2.0556,101.14,0.365,0.73
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-12,Brunei,Bandar Seri Begawan,4.9031,114.9398,1.15,27.15,29.42,25.8,85.73,3.13,100.83,1.9,27.0,29.9,24.7,87.0,1.9722,101.1,1.525,0.75
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-13,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.1,26.88,29.2,25.47,85.83,3.15,100.71,1.6,26.8,29.7,23.9,88.0,1.9167,100.96,0.8500000000000001,1.5
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-14,Brunei,Bandar Seri Begawan,4.9031,114.9398,1.37,27.42,29.86,26.09,85.26,2.01,100.59,9.2,26.8,31.1,24.3,89.0,1.5278,100.95,5.285,7.829999999999999
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-15,Brunei,Bandar Seri Begawan,4.9031,114.9398,132.74,27.35,29.77,25.91,87.55,2.0,100.68,7.0,26.8,29.6,24.7,90.0,1.6389,101.0,69.87,125.74000000000001
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-16,Brunei,Bandar Seri Begawan,4.9031,114.9398,62.72,26.95,28.38,26.08,89.81,2.2,100.73,16.8,26.5,30.1,24.6,90.0,1.5,101.09,39.76,45.92
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-17,Brunei,Bandar Seri Begawan,4.9031,114.9398,4.51,26.57,27.69,25.75,86.04,4.21,100.83,3.0,26.4,28.9,24.5,85.0,3.3611,101.18,3.755,1.5099999999999998
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-18,Brunei,Bandar Seri Begawan,4.9031,114.9398,7.19,26.67,28.58,25.34,84.68,3.7,100.78,2.5,26.7,28.8,25.5,84.0,3.8611,101.06,4.845000000000001,4.69
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-19,Brunei,Bandar Seri Begawan,4.9031,114.9398,3.93,26.3,27.48,25.41,86.67,3.56,100.78,0.6,26.7,28.2,24.1,84.0,2.9444,101.06,2.265,3.33
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-20,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.2,26.81,28.83,25.22,85.01,3.68,100.69,0.0,27.2,29.0,26.1,81.0,4.7222,101.0,0.1,0.2
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-21,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.32,26.72,29.03,24.66,83.41,4.04,100.79,0.0,27.4,29.3,25.7,76.0,5.4167,101.1,0.16,0.32
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-22,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.04,26.36,28.58,24.21,83.81,3.56,100.86,0.0,27.2,29.4,25.9,78.0,4.4444,101.1,0.02,0.04
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-23,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.0,26.47,28.79,24.62,84.58,3.72,100.74,0.0,27.2,29.8,25.6,79.0,4.0,101.0,0.0,0.0
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-24,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.0,26.57,28.61,25.32,85.21,3.5,100.65,0.2,26.9,29.5,24.8,84.0,2.9444,100.92,0.1,0.2
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-25,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.04,26.82,29.28,24.86,87.53,2.87,100.53,2.8,27.1,30.2,24.8,87.0,2.1111,100.83,1.42,2.76
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-26,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.66,26.86,28.4,25.96,88.81,3.58,100.56,8.4,26.6,29.2,25.0,88.0,2.9167,100.94,4.53,7.74
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-27,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.52,26.85,28.62,25.79,87.12,3.11,100.56,1.7,27.0,29.6,25.1,86.0,2.8611,100.85,1.1099999999999999,1.18
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-28,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.48,26.84,28.67,25.63,87.72,3.0,100.51,5.9,26.9,29.5,24.8,88.0,1.9167,100.81,3.1900000000000004,5.42
SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-29,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.32,27.26,29.67,25.88,87.9,2.74,100.46,0.3,27.2,30.7,24.6,87.0,2.1944,100.77,0.31,0.020000000000000018
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-01,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.3,27.24,29.36,25.96,88.39,2.36,100.51,1.9,27.7,31.5,25.5,84.0,2.0,100.82,1.0999999999999999,1.5999999999999999
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-02,Brunei,Bandar Seri Begawan,4.9031,114.9398,113.14,27.12,28.92,26.0,88.57,2.88,100.51,2.2,27.5,30.4,25.2,86.0,2.2778,100.82,57.67,110.94
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-03,Brunei,Bandar Seri Begawan,4.9031,114.9398,84.31,27.07,28.63,26.29,90.63,2.67,100.5,27.9,26.4,29.5,24.0,92.0,1.5278,100.88,56.105000000000004,56.410000000000004
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-04,Brunei,Bandar Seri Begawan,4.9031,114.9398,30.86,26.27,27.01,25.77,91.84,2.52,100.56,10.8,26.4,28.8,24.7,89.0,1.2778,100.9,20.83,20.06
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-05,Brunei,Bandar Seri Begawan,4.9031,114.9398,39.87,26.09,27.33,25.35,88.67,1.84,100.7,23.6,25.4,28.4,23.1,93.0,1.7778,101.07,31.735,16.269999999999996
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-06,Brunei,Bandar Seri Begawan,4.9031,114.9398,1.47,26.54,28.37,24.89,83.55,1.72,100.83,2.5,25.7,29.2,22.5,87.0,2.0,101.16,1.9849999999999999,1.03
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-07,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.01,26.55,28.06,25.61,84.35,1.95,100.81,0.7,26.1,29.1,23.9,87.0,1.8056,101.1,0.355,0.69
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-08,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.0,26.79,29.15,25.02,81.84,1.63,100.64,1.2,26.1,29.5,24.0,89.0,1.6944,100.92,0.6,1.2
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-09,Brunei,Bandar Seri Begawan,4.9031,114.9398,1.57,26.46,28.41,25.18,83.99,1.62,100.57,4.5,26.5,28.6,24.9,90.0,1.3333,100.89,3.035,2.9299999999999997
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-10,Brunei,Bandar Seri Begawan,4.9031,114.9398,2.81,26.76,28.6,25.06,82.83,1.9,100.64,6.5,26.3,28.0,24.9,90.0,1.75,100.94,4.655,3.69
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-11,Brunei,Bandar Seri Begawan,4.9031,114.9398,3.93,27.02,29.86,23.8,84.68,2.37,100.62,4.6,27.4,31.6,24.5,88.0,1.8056,100.91,4.265,0.6699999999999995
SEA_BN_BANDAR_SERI_BEGAWAN,2020-03-12,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.83,28.01,30.11,26.42,85.64,3.04,100.62,3.7,27.6,31.2,25.0,89.0,1.3889,101.03,2.265,2.87
