entity_id,date,country,location_name,canonical_latitude,canonical_longitude,nasa_power_precipitation_mm,nasa_power_temp_mean_c,nasa_power_temp_max_c,nasa_power_temp_min_c,nasa_power_relative_humidity_pct,nasa_power_wind_speed_ms,nasa_power_surface_pressure_kpa,open_meteo_precipitation_mm,open_meteo_temp_mean_c,open_meteo_temp_max_c,open_meteo_temp_min_c,open_meteo_relative_humidity_pct,open_meteo_wind_speed_ms,open_meteo_surface_pressure_kpa,precipitation_mm_mean_two_sources,precipitation_mm_abs_diff
SEA_ID_JAKARTA,2025-01-01,Indonesia,Jakarta,-6.2088,106.8456,15.65,27.01,28.82,25.42,86.74,3.32,100.74,15.5,26.1,29.6,24.1,85.0,2.1111,100.76,15.575,0.15000000000000036
SEA_ID_JAKARTA,2025-01-02,Indonesia,Jakarta,-6.2088,106.8456,0.67,27.55,30.11,25.05,82.5,2.39,100.74,0.5,28.0,30.9,24.5,78.0,1.5278,100.77,0.585,0.17000000000000004
SEA_ID_JAKARTA,2025-01-03,Indonesia,Jakarta,-6.2088,106.8456,3.98,27.87,30.66,25.26,82.63,2.62,100.74,2.2,27.9,32.0,24.8,81.0,1.3333,100.77,3.09,1.7799999999999998
SEA_ID_JAKARTA,2025-01-04,Indonesia,Jakarta,-6.2088,106.8456,3.15,27.97,30.88,25.74,81.73,3.59,100.76,1.1,28.3,33.0,25.1,73.0,2.1111,100.76,2.125,2.05
SEA_ID_JAKARTA,2025-01-05,Indonesia,Jakarta,-6.2088,106.8456,0.99,27.82,30.6,25.59,80.44,3.42,100.72,18.5,27.7,31.4,24.2,77.0,1.25,100.75,9.745,17.51
SEA_ID_JAKARTA,2025-01-06,Indonesia,Jakarta,-6.2088,106.8456,12.77,27.88,30.97,25.02,81.66,3.3,100.7,8.4,27.4,32.2,24.5,79.0,1.6944,100.75,10.585,4.369999999999999
SEA_ID_JAKARTA,2025-01-07,Indonesia,Jakarta,-6.2088,106.8456,6.9,27.36,28.89,25.95,85.17,3.35,100.71,38.3,26.4,31.1,23.2,84.0,1.9167,100.78,22.599999999999998,31.4
SEA_ID_JAKARTA,2025-01-08,Indonesia,Jakarta,-6.2088,106.8456,38.69,26.93,27.97,25.43,85.97,3.38,100.73,20.1,26.5,29.8,23.7,85.0,1.8611,100.79,29.395,18.589999999999996
SEA_ID_JAKARTA,2025-01-09,Indonesia,Jakarta,-6.2088,106.8456,38.64,26.75,27.28,26.15,87.32,2.81,100.79,20.2,25.7,27.8,23.8,89.0,1.1111,100.93,29.42,18.44
SEA_ID_JAKARTA,2025-01-10,Indonesia,Jakarta,-6.2088,106.8456,5.1,27.32,29.11,25.43,85.13,2.56,100.89,2.6,27.4,31.0,24.1,81.0,1.7222,100.95,3.8499999999999996,2.4999999999999996
SEA_ID_JAKARTA,2025-01-11,Indonesia,Jakarta,-6.2088,106.8456,16.45,27.26,28.9,25.86,85.71,2.78,100.9,8.2,27.1,30.5,24.8,81.0,2.25,100.92,12.325,8.25
SEA_ID_JAKARTA,2025-01-12,Indonesia,Jakarta,-6.2088,106.8456,7.51,27.56,30.18,25.23,84.64,3.1,100.76,2.5,27.1,30.0,25.0,80.0,2.4722,100.8,5.005,5.01
SEA_ID_JAKARTA,2025-01-13,Indonesia,Jakarta,-6.2088,106.8456,10.99,27.48,29.81,25.38,85.11,3.34,100.66,7.4,27.2,30.9,25.0,81.0,2.5833,100.71,9.195,3.59
SEA_ID_JAKARTA,2025-01-14,Indonesia,Jakarta,-6.2088,106.8456,21.3,26.85,28.49,25.63,88.21,2.86,100.8,16.3,26.0,29.0,24.4,86.0,2.0,100.87,18.8,5.0
SEA_ID_JAKARTA,2025-01-15,Indonesia,Jakarta,-6.2088,106.8456,3.99,27.63,29.81,25.56,84.17,3.01,100.74,2.6,27.7,32.0,24.8,79.0,2.0,100.75,3.295,1.3900000000000001
SEA_ID_JAKARTA,2025-01-16,Indonesia,Jakarta,-6.2088,106.8456,8.53,27.4,29.14,25.93,86.01,3.18,100.7,4.2,27.3,29.8,24.1,80.0,2.4444,100.71,6.365,4.329999999999999
SEA_ID_JAKARTA,2025-01-17,Indonesia,Jakarta,-6.2088,106.8456,21.49,26.96,28.56,25.49,88.71,3.55,100.66,46.2,26.8,30.5,23.6,84.0,2.3333,100.64,33.845,24.710000000000004
SEA_ID_JAKARTA,2025-01-18,Indonesia,Jakarta,-6.2088,106.8456,16.23,27.15,29.41,25.55,87.87,3.7,100.58,20.6,25.8,28.4,23.6,88.0,2.25,100.64,18.415,4.370000000000001
SEA_ID_JAKARTA,2025-01-19,Indonesia,Jakarta,-6.2088,106.8456,13.27,27.09,28.61,25.57,86.97,3.41,100.55,31.6,26.2,30.9,23.2,87.0,2.5,100.58,22.435000000000002,18.330000000000002
SEA_ID_JAKARTA,2025-01-20,Indonesia,Jakarta,-6.2088,106.8456,33.83,26.61,27.7,25.4,90.63,3.05,100.61,14.9,25.0,27.1,23.5,91.0,1.5556,100.68,24.365,18.93
SEA_ID_JAKARTA,2025-01-21,Indonesia,Jakarta,-6.2088,106.8456,23.5,26.26,27.11,25.38,87.82,2.81,100.68,17.1,25.7,28.5,24.0,87.0,1.8889,100.73,20.3,6.399999999999999
SEA_ID_JAKARTA,2025-01-22,Indonesia,Jakarta,-6.2088,106.8456,11.61,26.59,28.25,25.18,87.41,2.5,100.72,2.5,26.4,28.8,23.9,85.0,1.6389,100.77,7.055,9.11
SEA_ID_JAKARTA,2025-01-23,Indonesia,Jakarta,-6.2088,106.8456,50.58,26.67,27.9,25.57,86.92,1.53,100.72,4.7,26.7,29.0,24.3,85.0,1.3333,100.73,27.64,45.879999999999995
SEA_ID_JAKARTA,2025-01-24,Indonesia,Jakarta,-6.2088,106.8456,25.29,27.0,28.61,25.3,86.59,2.1,100.61,14.2,26.5,31.1,23.9,88.0,1.2222,100.67,19.744999999999997,11.09
SEA_ID_JAKARTA,2025-01-25,Indonesia,Jakarta,-6.2088,106.8456,13.26,27.08,29.03,25.5,87.89,2.67,100.65,10.7,26.9,30.5,25.0,83.0,1.8889,100.71,11.98,2.5600000000000005
SEA_ID_JAKARTA,2025-01-26,Indonesia,Jakarta,-6.2088,106.8456,46.99,26.53,27.43,25.84,91.39,3.42,100.61,8.8,27.1,31.0,24.6,81.0,2.4167,100.61,27.895000000000003,38.19
SEA_ID_JAKARTA,2025-01-27,Indonesia,Jakarta,-6.2088,106.8456,18.92,26.79,28.18,25.79,89.2,3.75,100.58,2.5,27.2,30.6,24.3,79.0,2.6111,100.64,10.71,16.42
SEA_ID_JAKARTA,2025-01-28,Indonesia,Jakarta,-6.2088,106.8456,29.16,26.84,28.28,25.32,88.51,3.59,100.71,48.3,25.0,27.4,23.5,91.0,1.7778,100.87,38.73,19.139999999999997
SEA_ID_JAKARTA,2025-01-29,Indonesia,Jakarta,-6.2088,106.8456,41.83,26.44,27.32,25.73,90.03,4.54,100.81,23.5,25.0,28.2,23.1,89.0,1.75,100.92,32.665,18.33
SEA_ID_JAKARTA,2025-01-30,Indonesia,Jakarta,-6.2088,106.8456,8.15,26.21,27.38,25.32,86.61,4.15,100.74,4.3,26.0,28.5,23.1,81.0,2.25,100.76,6.225,3.8500000000000005
SEA_ID_JAKARTA,2025-01-31,Indonesia,Jakarta,-6.2088,106.8456,4.18,26.59,27.66,25.75,88.66,3.73,100.58,0.9,26.7,29.5,24.0,82.0,2.0278,100.64,2.54,3.28
SEA_ID_JAKARTA,2025-02-01,Indonesia,Jakarta,-6.2088,106.8456,10.13,27.01,28.34,26.06,88.44,3.73,100.56,9.8,26.3,29.5,23.5,86.0,1.6944,100.59,9.965,0.33000000000000007
SEA_ID_JAKARTA,2025-02-02,Indonesia,Jakarta,-6.2088,106.8456,4.96,27.0,28.17,26.02,89.22,3.04,100.59,4.9,27.6,30.7,24.4,78.0,1.5278,100.6,4.93,0.05999999999999961
SEA_ID_JAKARTA,2025-02-03,Indonesia,Jakarta,-6.2088,106.8456,4.33,27.24,28.68,26.12,86.59,2.49,100.69,11.6,27.6,31.7,23.6,78.0,1.8611,100.73,7.965,7.27
SEA_ID_JAKARTA,2025-02-04,Indonesia,Jakarta,-6.2088,106.8456,7.51,26.79,28.18,25.35,88.47,3.05,100.72,4.2,26.9,29.8,24.6,81.0,2.4722,100.7,5.855,3.3099999999999996
SEA_ID_JAKARTA,2025-02-05,Indonesia,Jakarta,-6.2088,106.8456,7.96,26.98,28.3,25.8,87.75,4.04,100.59,11.7,26.4,30.7,23.5,81.0,2.3333,100.6,9.83,3.7399999999999993
SEA_ID_JAKARTA,2025-02-06,Indonesia,Jakarta,-6.2088,106.8456,8.71,27.06,28.45,25.63,88.53,4.06,100.57,4.4,26.3,29.2,23.3,84.0,1.9444,100.68,6.555000000000001,4.3100000000000005
SEA_ID_JAKARTA,2025-02-07,Indonesia,Jakarta,-6.2088,106.8456,7.45,26.9,28.19,25.71,88.04,2.88,100.7,12.6,26.5,30.0,23.0,83.0,1.6667,100.79,10.025,5.1499999999999995
SEA_ID_JAKARTA,2025-02-08,Indonesia,Jakarta,-6.2088,106.8456,7.03,26.67,27.32,26.08,89.5,2.67,100.67,29.0,25.7,29.6,22.8,87.0,1.7778,100.78,18.015,21.97
SEA_ID_JAKARTA,2025-02-09,Indonesia,Jakarta,-6.2088,106.8456,35.97,26.58,27.6,25.73,88.83,2.73,100.72,6.8,26.2,29.3,23.0,84.0,1.75,100.83,21.384999999999998,29.169999999999998
SEA_ID_JAKARTA,2025-02-10,Indonesia,Jakarta,-6.2088,106.8456,5.22,26.84,27.91,25.74,88.45,2.91,100.77,10.9,26.3,30.0,23.2,85.0,1.4722,100.88,8.06,5.680000000000001
SEA_ID_JAKARTA,2025-02-11,Indonesia,Jakarta,-6.2088,106.8456,2.88,26.88,27.89,25.91,87.62,2.08,100.91,0.8,27.3,30.5,24.0,84.0,1.2778,100.95,1.8399999999999999,2.08
SEA_ID_JAKARTA,2025-02-12,Indonesia,Jakarta,-6.2088,106.8456,0.87,28.16,30.84,25.29,78.97,1.77,100.89,1.9,28.2,32.8,24.4,78.0,1.2222,100.91,1.385,1.0299999999999998
SEA_ID_JAKARTA,2025-02-13,Indonesia,Jakarta,-6.2088,106.8456,2.67,27.72,30.14,25.21,82.65,2.24,100.85,1.9,28.3,33.2,25.0,78.0,1.0278,100.83,2.285,0.77
SEA_ID_JAKARTA,2025-02-14,Indonesia,Jakarta,-6.2088,106.8456,5.44,27.48,29.86,25.51,85.48,3.34,100.75,0.5,28.2,33.0,24.9,76.0,1.8889,100.75,2.97,4.94
SEA_ID_JAKARTA,2025-02-15,Indonesia,Jakarta,-6.2088,106.8456,8.7,26.9,28.87,25.3,86.41,2.84,100.76,3.9,27.1,30.2,24.5,81.0,1.7222,100.78,6.3,4.799999999999999
SEA_ID_JAKARTA,2025-02-16,Indonesia,Jakarta,-6.2088,106.8456,18.23,27.34,29.24,25.37,83.54,2.27,100.81,3.9,26.7,31.0,24.5,84.0,1.6944,100.88,11.065,14.33
SEA_ID_JAKARTA,2025-02-17,Indonesia,Jakarta,-6.2088,106.8456,19.15,26.71,28.2,25.62,86.78,2.87,100.95,6.5,26.3,30.0,24.2,86.0,1.6111,100.92,12.825,12.649999999999999
SEA_ID_JAKARTA,2025-02-18,Indonesia,Jakarta,-6.2088,106.8456,10.42,26.83,28.81,25.09,85.11,2.6,100.88,19.5,26.3,30.7,22.8,85.0,1.6667,100.89,14.96,9.08
SEA_ID_JAKARTA,2025-02-19,Indonesia,Jakarta,-6.2088,106.8456,27.32,26.13,27.61,25.14,85.65,2.3,100.9,12.7,25.7,29.2,23.7,89.0,1.1944,100.93,20.009999999999998,14.620000000000001
SEA_ID_JAKARTA,2025-02-20,Indonesia,Jakarta,-6.2088,106.8456,3.91,27.14,28.76,25.3,82.4,1.95,100.88,1.4,27.3,30.4,24.0,80.0,1.3889,100.92,2.6550000000000002,2.5100000000000002
SEA_ID_JAKARTA,2025-02-21,Indonesia,Jakarta,-6.2088,106.8456,3.4,27.15,29.01,25.23,84.75,2.52,100.89,0.5,27.3,30.5,24.3,81.0,1.9167,100.94,1.95,2.9
SEA_ID_JAKARTA,2025-02-22,Indonesia,Jakarta,-6.2088,106.8456,4.46,27.12,28.48,25.66,87.1,2.4,100.86,17.3,26.4,29.4,23.2,85.0,1.8889,100.95,10.88,12.84
SEA_ID_JAKARTA,2025-02-23,Indonesia,Jakarta,-6.2088,106.8456,38.95,26.47,27.2,25.56,87.82,2.49,100.97,18.7,25.3,28.2,23.0,89.0,1.2778,101.08,28.825000000000003,20.250000000000004
SEA_ID_JAKARTA,2025-02-24,Indonesia,Jakarta,-6.2088,106.8456,19.49,27.0,28.43,25.96,82.81,1.52,101.05,10.7,26.1,30.3,23.5,86.0,1.0833,101.08,15.094999999999999,8.79
SEA_ID_JAKARTA,2025-02-25,Indonesia,Jakarta,-6.2088,106.8456,2.86,27.52,29.54,26.08,82.55,1.79,101.03,10.9,26.3,30.6,24.1,87.0,1.0,101.11,6.88,8.040000000000001
SEA_ID_JAKARTA,2025-02-26,Indonesia,Jakarta,-6.2088,106.8456,8.31,27.15,28.31,25.68,85.03,1.9,101.02,9.1,26.4,28.8,24.2,87.0,0.8611,101.04,8.705,0.7899999999999991
SEA_ID_JAKARTA,2025-02-27,Indonesia,Jakarta,-6.2088,106.8456,7.95,27.35,29.15,25.83,83.8,1.71,100.86,9.3,26.5,30.1,24.4,85.0,1.1389,100.94,8.625,1.3500000000000005
SEA_ID_JAKARTA,2025-02-28,Indonesia,Jakarta,-6.2088,106.8456,8.12,27.2,28.93,25.68,86.05,1.79,100.88,8.3,27.3,30.6,25.0,84.0,0.9167,100.92,8.21,0.1800000000000015
SEA_ID_JAKARTA,2025-03-01,Indonesia,Jakarta,-6.2088,106.8456,7.05,27.64,29.21,26.25,83.21,1.28,100.75,5.1,27.3,30.0,24.9,85.0,1.0,100.75,6.074999999999999,1.9500000000000002
SEA_ID_JAKARTA,2025-03-02,Indonesia,Jakarta,-6.2088,106.8456,9.8,27.83,29.83,26.3,83.73,2.02,100.6,5.7,27.4,31.3,24.8,85.0,1.0,100.66,7.75,4.1000000000000005
SEA_ID_JAKARTA,2025-03-03,Indonesia,Jakarta,-6.2088,106.8456,52.08,28.11,30.0,26.91,83.21,1.66,100.62,34.5,26.7,30.9,24.0,87.0,1.0833,100.69,43.29,17.58
SEA_ID_JAKARTA,2025-03-04,Indonesia,Jakarta,-6.2088,106.8456,21.55,27.04,27.7,26.48,85.12,1.77,100.64,12.0,26.2,28.5,24.1,88.0,0.9722,100.69,16.775,9.55
SEA_ID_JAKARTA,2025-03-05,Indonesia,Jakarta,-6.2088,106.8456,1.29,27.8,30.14,25.71,79.95,2.21,100.63,8.6,27.3,31.2,24.4,86.0,1.3056,100.71,4.945,7.31
SEA_ID_JAKARTA,2025-03-06,Indonesia,Jakarta,-6.2088,106.8456,0.98,28.05,30.72,25.55,80.19,1.97,100.73,18.3,27.0,31.9,24.2,83.0,2.1667,100.84,9.64,17.32
SEA_ID_JAKARTA,2025-03-07,Indonesia,Jakarta,-6.2088,106.8456,17.62,28.06,30.09,26.3,83.62,2.54,100.63,1.4,27.8,31.8,24.9,81.0,1.6944,100.66,9.51,16.220000000000002
SEA_ID_JAKARTA,2025-03-08,Indonesia,Jakarta,-6.2088,106.8456,6.49,27.95,30.04,26.55,84.8,1.91,100.58,12.8,26.5,31.8,23.7,86.0,1.25,100.69,9.645,6.3100000000000005
SEA_ID_JAKARTA,2025-03-09,Indonesia,Jakarta,-6.2088,106.8456,5.53,27.41,28.48,26.37,83.19,1.29,100.74,13.3,25.9,28.2,23.7,89.0,0.8611,100.87,9.415000000000001,7.7700000000000005
SEA_ID_JAKARTA,2025-03-10,Indonesia,Jakarta,-6.2088,106.8456,2.84,27.3,28.27,26.43,82.84,1.65,100.87,13.8,26.8,29.6,24.6,86.0,1.1111,100.87,8.32,10.96
SEA_ID_JAKARTA,2025-03-11,Indonesia,Jakarta,-6.2088,106.8456,0.42,28.05,29.71,26.55,82.1,1.69,100.74,22.5,27.1,30.8,23.5,84.0,1.2222,100.8,11.46,22.08
SEA_ID_JAKARTA,2025-03-12,Indonesia,Jakarta,-6.2088,106.8456,3.19,27.48,28.7,26.49,84.36,2.22,100.75,4.4,27.4,31.1,24.5,85.0,0.9167,100.73,3.795,1.2100000000000004
SEA_ID_JAKARTA,2025-03-13,Indonesia,Jakarta,-6.2088,106.8456,5.0,27.73,29.74,25.58,84.11,2.12,100.71,1.7,27.8,31.8,24.8,83.0,1.25,100.69,3.35,3.3
SEA_ID_JAKARTA,2025-03-14,Indonesia,Jakarta,-6.2088,106.8456,5.28,27.58,29.85,25.94,83.36,3.19,100.79,14.2,27.5,31.8,25.4,81.0,2.4167,100.83,9.74,8.919999999999998
SEA_ID_JAKARTA,2025-03-15,Indonesia,Jakarta,-6.2088,106.8456,7.94,27.39,29.07,26.15,87.06,3.52,100.8,25.3,26.2,30.2,24.7,85.0,2.4444,100.84,16.62,17.36
SEA_ID_JAKARTA,2025-03-16,Indonesia,Jakarta,-6.2088,106.8456,4.8,27.42,28.67,26.39,89.65,4.02,100.69,13.5,26.8,30.6,23.6,84.0,2.0833,100.71,9.15,8.7
SEA_ID_JAKARTA,2025-03-17,Indonesia,Jakarta,-6.2088,106.8456,8.5,27.01,28.82,25.88,87.68,3.71,100.69,45.4,25.4,29.7,23.0,90.0,2.0,100.79,26.95,36.9
SEA_ID_JAKARTA,2025-03-18,Indonesia,Jakarta,-6.2088,106.8456,3.93,27.01,28.32,25.77,82.75,3.17,100.87,6.5,26.0,29.5,23.4,86.0,1.4444,100.93,5.215,2.57
SEA_ID_JAKARTA,2025-03-19,Indonesia,Jakarta,-6.2088,106.8456,2.44,26.93,27.88,25.94,87.05,1.92,100.98,22.4,26.7,31.3,24.1,84.0,1.8056,101.03,12.42,19.959999999999997
SEA_ID_JAKARTA,2025-03-20,Indonesia,Jakarta,-6.2088,106.8456,1.46,27.34,29.55,25.31,85.47,3.21,101.01,0.9,27.7,30.2,24.9,79.0,1.9444,101.03,1.18,0.5599999999999999
SEA_ID_JAKARTA,2025-03-21,Indonesia,Jakarta,-6.2088,106.8456,0.43,27.55,28.82,25.77,83.36,3.87,101.0,7.3,27.3,30.7,24.1,81.0,2.1111,101.0,3.8649999999999998,6.87
SEA_ID_JAKARTA,2025-03-22,Indonesia,Jakarta,-6.2088,106.8456,5.86,27.32,28.38,26.4,87.9,2.74,100.94,3.3,27.6,30.8,25.0,81.0,2.0278,100.92,4.58,2.5600000000000005
SEA_ID_JAKARTA,2025-03-23,Indonesia,Jakarta,-6.2088,106.8456,5.63,27.03,28.42,25.62,87.93,2.44,100.9,8.0,27.9,31.1,25.5,80.0,1.7222,100.84,6.8149999999999995,2.37
SEA_ID_JAKARTA,2025-03-24,Indonesia,Jakarta,-6.2088,106.8456,4.51,27.31,28.54,25.89,87.89,2.7,100.78,4.1,27.7,30.3,25.0,79.0,2.1111,100.73,4.305,0.41000000000000014
SEA_ID_JAKARTA,2025-03-25,Indonesia,Jakarta,-6.2088,106.8456,1.85,27.49,28.99,25.92,88.86,2.79,100.58,1.6,27.7,30.5,25.8,82.0,1.75,100.55,1.725,0.25
SEA_ID_JAKARTA,2025-03-26,Indonesia,Jakarta,-6.2088,106.8456,2.3,27.73,28.86,26.48,88.43,2.38,100.48,7.5,27.3,30.0,25.1,84.0,1.4167,100.49,4.9,5.2
SEA_ID_JAKARTA,2025-03-27,Indonesia,Jakarta,-6.2088,106.8456,3.56,27.7,28.97,26.14,88.06,1.43,100.47,4.3,27.7,30.5,25.4,82.0,1.9167,100.47,3.9299999999999997,0.7399999999999998
SEA_ID_JAKARTA,2025-03-28,Indonesia,Jakarta,-6.2088,106.8456,6.01,27.9,29.57,26.33,86.58,2.51,100.58,15.1,26.5,29.4,25.2,85.0,2.6944,100.63,10.555,9.09
SEA_ID_JAKARTA,2025-03-29,Indonesia,Jakarta,-6.2088,106.8456,2.98,27.76,29.23,26.62,87.67,3.36,100.66,1.1,27.9,31.6,25.0,79.0,2.7222,100.66,2.04,1.88
SEA_ID_JAKARTA,2025-03-30,Indonesia,Jakarta,-6.2088,106.8456,6.51,27.77,29.48,26.46,85.88,3.1,100.74,0.3,28.3,31.9,24.6,77.0,1.9167,100.7,3.405,6.21
SEA_ID_JAKARTA,2025-03-31,Indonesia,Jakarta,-6.2088,106.8456,3.53,27.51,30.08,25.69,86.69,3.05,100.73,1.4,28.2,33.0,24.7,76.0,1.1944,100.7,2.465,2.13
SEA_ID_JAKARTA,2025-04-01,Indonesia,Jakarta,-6.2088,106.8456,8.01,26.92,29.24,25.51,86.52,2.19,100.76,28.7,26.0,28.9,24.5,87.0,1.4167,100.8,18.355,20.689999999999998
SEA_ID_JAKARTA,2025-04-02,Indonesia,Jakarta,-6.2088,106.8456,10.17,27.1,28.83,25.49,85.92,2.01,100.84,14.7,26.4,31.0,24.4,87.0,1.0833,100.86,12.434999999999999,4.529999999999999
SEA_ID_JAKARTA,2025-04-03,Indonesia,Jakarta,-6.2088,106.8456,3.72,27.79,30.4,25.17,78.52,1.52,100.86,5.0,26.5,30.1,23.5,87.0,0.9167,100.92,4.36,1.2799999999999998
SEA_ID_JAKARTA,2025-04-04,Indonesia,Jakarta,-6.2088,106.8456,4.92,27.94,29.41,26.73,80.23,1.34,100.82,15.7,26.3,29.8,24.2,89.0,0.6944,100.84,10.309999999999999,10.78
SEA_ID_JAKARTA,2025-04-05,Indonesia,Jakarta,-6.2088,106.8456,11.22,27.22,27.83,26.61,87.16,2.18,100.78,4.3,26.9,31.2,24.4,86.0,0.8889,100.83,7.76,6.920000000000001
SEA_ID_JAKARTA,2025-04-06,Indonesia,Jakarta,-6.2088,106.8456,14.44,27.8,29.82,25.72,82.71,1.28,100.83,9.4,26.4,31.2,23.8,88.0,0.8889,100.89,11.92,5.039999999999999
SEA_ID_JAKARTA,2025-04-07,Indonesia,Jakarta,-6.2088,106.8456,16.04,28.24,30.66,25.97,78.91,1.41,100.93,2.4,27.7,31.2,23.9,81.0,1.0556,100.97,9.219999999999999,13.639999999999999
SEA_ID_JAKARTA,2025-04-08,Indonesia,Jakarta,-6.2088,106.8456,7.11,28.3,30.08,26.96,78.31,1.41,100.96,1.6,27.8,31.0,24.7,82.0,1.0833,100.96,4.355,5.51
SEA_ID_JAKARTA,2025-04-09,Indonesia,Jakarta,-6.2088,106.8456,3.63,27.97,29.67,26.11,82.26,2.28,100.86,11.8,27.7,31.6,24.2,82.0,1.3333,100.85,7.715,8.170000000000002
SEA_ID_JAKARTA,2025-04-10,Indonesia,Jakarta,-6.2088,106.8456,1.54,28.27,30.26,26.45,79.87,1.43,100.74,7.0,27.6,32.0,24.4,84.0,0.8889,100.73,4.27,5.46
SEA_ID_JAKARTA,2025-04-11,Indonesia,Jakarta,-6.2088,106.8456,6.12,28.38,30.38,26.95,81.2,1.5,100.7,11.8,26.8,31.6,24.0,85.0,1.0278,100.75,8.96,5.680000000000001
SEA_ID_JAKARTA,2025-04-12,Indonesia,Jakarta,-6.2088,106.8456,1.49,27.73,28.66,26.77,85.37,1.52,100.78,12.4,26.5,29.8,24.0,87.0,0.7778,100.84,6.945,10.91
SEA_ID_JAKARTA,2025-04-13,Indonesia,Jakarta,-6.2088,106.8456,24.59,27.09,27.95,26.26,89.0,2.38,100.8,13.3,26.3,29.7,24.9,86.0,1.6944,100.88,18.945,11.29
SEA_ID_JAKARTA,2025-04-14,Indonesia,Jakarta,-6.2088,106.8456,8.92,27.33,29.46,25.76,83.85,3.34,100.79,10.5,27.6,31.4,24.1,84.0,1.3889,100.77,9.71,1.58
SEA_ID_JAKARTA,2025-04-15,Indonesia,Jakarta,-6.2088,106.8456,1.72,27.65,29.97,25.71,83.57,2.84,100.79,11.0,26.1,30.1,24.0,90.0,0.9444,100.78,6.36,9.28
SEA_ID_JAKARTA,2025-04-16,Indonesia,Jakarta,-6.2088,106.8456,1.07,28.05,30.46,25.87,83.55,1.81,100.73,9.6,27.0,31.3,24.0,85.0,1.0,100.74,5.335,8.53
SEA_ID_JAKARTA,2025-04-17,Indonesia,Jakarta,-6.2088,106.8456,2.51,27.85,28.94,27.1,88.15,1.6,100.68,0.6,26.7,28.2,24.4,86.0,1.3056,100.77,1.555,1.9099999999999997
SEA_ID_JAKARTA,2025-04-18,Indonesia,Jakarta,-6.2088,106.8456,3.48,27.84,28.85,26.71,83.22,1.72,100.74,12.1,27.1,30.5,24.8,86.0,1.2778,100.73,7.79,8.62
SEA_ID_JAKARTA,2025-04-19,Indonesia,Jakarta,-6.2088,106.8456,1.72,28.25,29.93,27.02,80.66,1.03,100.68,3.7,27.6,31.9,24.4,84.0,1.0278,100.71,2.71,1.9800000000000002
SEA_ID_JAKARTA,2025-04-20,Indonesia,Jakarta,-6.2088,106.8456,1.72,28.3,31.1,26.1,82.7,3.02,100.72,3.8,27.4,31.1,24.7,84.0,1.0833,100.8,2.76,2.08
SEA_ID_JAKARTA,2025-04-21,Indonesia,Jakarta,-6.2088,106.8456,2.62,28.48,30.77,26.81,77.49,1.82,100.92,2.6,27.0,30.5,24.5,77.0,1.4167,100.96,2.6100000000000003,0.020000000000000018
SEA_ID_JAKARTA,2025-04-22,Indonesia,Jakarta,-6.2088,106.8456,1.32,28.14,30.63,25.92,81.04,2.71,100.92,0.4,28.3,32.8,24.5,76.0,0.9722,100.89,0.8600000000000001,0.92
SEA_ID_JAKARTA,2025-04-23,Indonesia,Jakarta,-6.2088,106.8456,4.54,27.94,30.35,26.36,84.16,3.93,100.84,2.9,27.7,32.0,24.7,78.0,1.3889,100.84,3.7199999999999998,1.6400000000000001
SEA_ID_JAKARTA,2025-04-24,Indonesia,Jakarta,-6.2088,106.8456,30.88,27.63,29.06,26.46,87.91,2.76,100.79,10.9,27.6,31.9,24.7,80.0,1.3333,100.85,20.89,19.979999999999997
SEA_ID_JAKARTA,2025-04-25,Indonesia,Jakarta,-6.2088,106.8456,3.7,28.19,29.88,26.2,79.59,1.23,100.82,6.8,27.1,31.9,24.4,83.0,1.1111,100.87,5.25,3.0999999999999996
SEA_ID_JAKARTA,2025-04-26,Indonesia,Jakarta,-6.2088,106.8456,7.51,28.24,29.84,27.07,82.83,1.19,100.83,8.3,26.7,31.5,24.4,83.0,1.1667,100.9,7.905,0.7900000000000009
SEA_ID_JAKARTA,2025-04-27,Indonesia,Jakarta,-6.2088,106.8456,5.7,28.09,29.83,26.76,85.92,2.03,100.81,6.6,27.4,32.0,24.7,82.0,1.0278,100.81,6.15,0.8999999999999995
SEA_ID_JAKARTA,2025-04-28,Indonesia,Jakarta,-6.2088,106.8456,13.02,28.43,31.04,26.69,75.76,1.67,100.73,3.6,27.5,31.5,23.9,80.0,1.3611,100.76,8.31,9.42
SEA_ID_JAKARTA,2025-04-29,Indonesia,Jakarta,-6.2088,106.8456,1.86,28.26,30.81,25.88,74.35,2.14,100.71,0.6,28.3,32.2,24.8,73.0,1.1111,100.73,1.23,1.2600000000000002
SEA_ID_JAKARTA,2025-04-30,Indonesia,Jakarta,-6.2088,106.8456,0.1,27.97,30.2,25.85,80.4,2.78,100.74,3.0,28.6,33.2,25.0,72.0,1.3611,100.8,1.55,2.9
SEA_ID_JAKARTA,2025-05-01,Indonesia,Jakarta,-6.2088,106.8456,1.45,28.59,30.99,26.3,77.92,1.64,100.77,2.0,29.0,34.2,25.5,70.0,0.9444,100.78,1.725,0.55
SEA_ID_JAKARTA,2025-05-02,Indonesia,Jakarta,-6.2088,106.8456,3.59,28.57,30.45,26.81,78.4,0.99,100.73,5.1,28.9,33.5,25.2,73.0,1.1667,100.75,4.345,1.5099999999999998
