sample_id,entity_id,date,split,country,location_name,feature_canonical_latitude,feature_canonical_longitude,feature_month_sin,feature_month_cos,feature_day_of_year_sin,feature_day_of_year_cos,feature_rainfall_lag_1d_mm,feature_rainfall_lag_7d_mm,feature_rainfall_lag_30d_mm,feature_rainfall_rolling_7d_mean_prev_mm,feature_rainfall_rolling_30d_sum_prev_mm,feature_rainfall_rolling_90d_mean_prev_mm,feature_wet_spell_days_prev,feature_dry_spell_days_prev,feature_was_wet_previous_day,feature_rainfall_lag_1d_mm_was_imputed,feature_rainfall_lag_7d_mm_was_imputed,feature_rainfall_lag_30d_mm_was_imputed,feature_rainfall_rolling_7d_mean_prev_mm_was_imputed,feature_rainfall_rolling_30d_sum_prev_mm_was_imputed,feature_rainfall_rolling_90d_mean_prev_mm_was_imputed,feature_wet_spell_days_prev_was_imputed,feature_dry_spell_days_prev_was_imputed,feature_was_wet_previous_day_was_imputed
SEA_ID_JAKARTA__20200718,SEA_ID_JAKARTA,2020-07-18,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.287716767226167,-0.9577155432887804,1.825,1.08,3.905,2.902142857142857,108.905,4.8125,12.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200719,SEA_ID_JAKARTA,2020-07-19,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.3041148323275178,-0.9526353808033826,0.66,2.28,9.795,2.842142857142857,105.66,4.793055555555555,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200720,SEA_ID_JAKARTA,2020-07-20,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.3204232733919109,-0.947274472298717,1.12,2.335,0.725,2.676428571428571,96.985,4.779,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200721,SEA_ID_JAKARTA,2020-07-21,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.3366372842469099,-0.941634397659126,4.51,6.57,2.185,2.987142857142857,100.77,4.777833333333334,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200722,SEA_ID_JAKARTA,2020-07-22,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.3527520865490947,-0.9357168190404936,4.325,2.3200000000000003,9.68,2.666428571428572,102.91,4.805444444444444,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200723,SEA_ID_JAKARTA,2020-07-23,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.36876293119226,-0.9295234803804004,2.235,3.905,4.38,2.654285714285714,95.465,4.763333333333334,4.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200724,SEA_ID_JAKARTA,2020-07-24,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.3846650997070009,-0.923056206884176,1.295,1.825,2.55,2.281428571428571,92.38,4.714888888888889,5.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200725,SEA_ID_JAKARTA,2020-07-25,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.4004539056512661,-0.9163169044870048,0.4449999999999999,0.66,0.895,2.084285714285714,90.275,4.712000000000001,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200726,SEA_ID_JAKARTA,2020-07-26,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.4161246959914748,-0.9093075592922356,0.06,1.12,1.72,1.9985714285714289,89.44,4.58,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200727,SEA_ID_JAKARTA,2020-07-27,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.431672852473784,-0.9020302369860708,0.0,4.51,2.905,1.8385714285714287,87.72,4.4805,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200728,SEA_ID_JAKARTA,2020-07-28,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.447093792985114,-0.8944870822287955,0.0,4.325,0.695,1.1942857142857142,84.815,4.372444444444445,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200729,SEA_ID_JAKARTA,2020-07-29,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.4623829729035149,-0.88668031802274,0.0,2.235,0.015,0.5764285714285714,84.12,4.2604444444444445,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200730,SEA_ID_JAKARTA,2020-07-30,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.4775358864374881,-0.8786122450571483,0.0,1.295,1.77,0.2571428571428571,84.105,4.219166666666667,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200731,SEA_ID_JAKARTA,2020-07-31,train,Indonesia,Jakarta,-6.2088,106.8456,-0.4999999999999997,-0.8660254037844388,-0.4925480679538642,-0.8702852410301554,0.55,0.4449999999999999,10.19,0.1507142857142857,82.885,4.063166666666666,0.0,7.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200801,SEA_ID_JAKARTA,2020-08-01,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.5074150932938452,-0.8617017599480683,0.05,0.06,15.355,0.0942857142857143,72.74499999999999,3.966444444444444,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200802,SEA_ID_JAKARTA,2020-08-02,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.5221325810768248,-0.8528643314021597,0.0,0.0,5.75,0.0857142857142857,57.39,3.869722222222222,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200803,SEA_ID_JAKARTA,2020-08-03,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.5366961939916003,-0.8437755598231858,0.055,0.0,3.105,0.0935714285714285,51.695,3.7802222222222217,0.0,10.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200804,SEA_ID_JAKARTA,2020-08-04,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.5511016400745998,-0.8344381237138474,0.055,0.0,0.38,0.1014285714285714,48.645,3.686611111111112,0.0,11.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200805,SEA_ID_JAKARTA,2020-08-05,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.5653446739747425,-0.8248547748594246,0.25,0.0,3.335,0.1371428571428571,48.51499999999999,3.554222222222222,0.0,12.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200806,SEA_ID_JAKARTA,2020-08-06,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.5794210982045637,-0.8150283375168114,0.385,0.55,1.61,0.1921428571428571,45.565000000000005,3.545555555555555,0.0,13.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200807,SEA_ID_JAKARTA,2020-08-07,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.5933267643772321,-0.8049617075821958,2.72,0.05,5.395,0.5021428571428572,46.675,3.503666666666667,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200808,SEA_ID_JAKARTA,2020-08-08,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.6070575744291004,-0.794657851737625,4.02,0.0,1.1949999999999998,1.0692857142857144,45.3,3.4833333333333334,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200809,SEA_ID_JAKARTA,2020-08-09,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.6206094818274228,-0.7841198065767104,4.72,0.055,1.055,1.7435714285714283,48.825,3.425166666666667,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200810,SEA_ID_JAKARTA,2020-08-10,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.6339784927628865,-0.77335067770973,2.465,0.055,1.08,2.087857142857143,50.235,3.372333333333333,4.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200811,SEA_ID_JAKARTA,2020-08-11,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.6471606673266059,-0.7623536388483905,0.785,0.25,2.28,2.192142857142857,49.94,3.330166666666667,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200812,SEA_ID_JAKARTA,2020-08-12,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.6601521206712315,-0.7511319308705201,3.93,0.385,2.335,2.717857142857143,51.59,3.3008333333333333,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200813,SEA_ID_JAKARTA,2020-08-13,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.6729490241558326,-0.7396888608649671,0.555,2.72,6.57,2.742142857142857,49.81,3.292722222222222,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200814,SEA_ID_JAKARTA,2020-08-14,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.6855476064742154,-0.7280278011569848,26.335,4.02,2.3200000000000003,6.115714285714286,69.575,3.5785555555555555,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200815,SEA_ID_JAKARTA,2020-08-15,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.6979441547663433,-0.7161521883143935,2.5700000000000003,4.72,3.905,5.908571428571429,69.825,3.581833333333333,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200816,SEA_ID_JAKARTA,2020-08-16,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.7101350157125356,-0.7040655221348059,1.16,2.465,1.825,5.4,67.08,3.516222222222222,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200817,SEA_ID_JAKARTA,2020-08-17,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.7221165966101161,-0.691771364614222,4.515000000000001,0.785,0.66,5.692857142857144,69.77000000000001,3.402722222222222,4.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200818,SEA_ID_JAKARTA,2020-08-18,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.7338853664321993,-0.6792733388972929,2.385,3.93,1.12,5.921428571428572,71.495,3.397666666666667,5.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200819,SEA_ID_JAKARTA,2020-08-19,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.7454378568683003,-0.6665751282095631,2.14,0.555,4.51,5.665714285714286,72.515,3.273722222222222,6.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200820,SEA_ID_JAKARTA,2020-08-20,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.7567706633464625,-0.653680474772006,1.16,26.335,4.325,5.752142857142857,69.16499999999999,3.2632222222222222,7.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200821,SEA_ID_JAKARTA,2020-08-21,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.7678804460366,-0.6405931786981752,0.425,2.5700000000000003,2.235,2.050714285714286,65.26500000000001,3.2067222222222216,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200822,SEA_ID_JAKARTA,2020-08-22,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.7787639308347605,-0.627317096874294,0.12,1.16,1.295,1.7007142857142863,63.15,3.200833333333333,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200823,SEA_ID_JAKARTA,2020-08-23,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.7894179103280194,-0.6138561418226122,0.28,4.515000000000001,0.4449999999999999,1.5750000000000006,62.135,3.1786666666666665,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200824,SEA_ID_JAKARTA,2020-08-24,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.7998392447397191,-0.6002142805483686,0.065,2.385,0.06,0.9392857142857148,61.755,3.081777777777778,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200825,SEA_ID_JAKARTA,2020-08-25,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.8100248628547748,-0.5863955333706962,0.765,2.14,0.0,0.7078571428571434,62.46000000000001,2.9186111111111117,0.0,5.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200826,SEA_ID_JAKARTA,2020-08-26,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.8199717629247767,-0.5724039727378154,0.0,1.16,0.0,0.4021428571428576,62.46000000000001,2.8748333333333336,0.0,6.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200827,SEA_ID_JAKARTA,2020-08-27,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.8296770135526185,-0.5582437220268655,0.05,0.425,0.0,0.243571428571429,62.510000000000005,2.8263333333333334,0.0,7.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200828,SEA_ID_JAKARTA,2020-08-28,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.8391377545563938,-0.5439189543287248,0.0,0.12,0.0,0.1828571428571433,62.510000000000005,2.7786666666666666,0.0,8.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200829,SEA_ID_JAKARTA,2020-08-29,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.8483511978123038,-0.5294338912181854,0.0,0.28,0.55,0.1657142857142862,62.510000000000005,2.697611111111111,0.0,9.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200830,SEA_ID_JAKARTA,2020-08-30,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.8573146280763322,-0.514792801509831,0.86,0.065,0.05,0.2485714285714291,62.82,2.6434444444444445,0.0,10.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200831,SEA_ID_JAKARTA,2020-08-31,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844385,-0.5000000000000004,-0.8660254037844385,-0.5000000000000004,1.4,0.765,0.0,0.4392857142857148,64.17,2.5612222222222223,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200901,SEA_ID_JAKARTA,2020-09-01,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.8744809578310394,-0.4850598461951967,0.255,0.0,0.055,0.3664285714285719,64.425,2.521,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200902,SEA_ID_JAKARTA,2020-09-02,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.8826787983255475,-0.4699767430273199,0.115,0.05,0.055,0.3828571428571434,64.485,2.4745,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200903,SEA_ID_JAKARTA,2020-09-03,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.8906165093267404,-0.4547551355561057,4.66,0.0,0.25,1.041428571428572,69.09,2.521055555555556,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200904,SEA_ID_JAKARTA,2020-09-04,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.8982917515547529,-0.4393995096591416,2.035,0.0,0.385,1.3321428571428575,70.875,2.5228888888888887,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200905,SEA_ID_JAKARTA,2020-09-05,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9057022630804714,-0.4239143907098608,1.6949999999999998,0.86,2.72,1.574285714285715,72.185,2.5331666666666663,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200906,SEA_ID_JAKARTA,2020-09-06,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9128458599921354,-0.4083043422438936,1.48,1.4,4.02,1.6628571428571437,70.945,2.5206666666666666,4.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200907,SEA_ID_JAKARTA,2020-09-07,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9197204370389468,-0.3925739646141714,0.065,0.255,4.72,1.472142857142858,66.99000000000001,2.483888888888889,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200908,SEA_ID_JAKARTA,2020-09-08,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9263239682514952,-0.3767278936351848,0.285,0.115,2.465,1.476428571428572,62.55500000000001,2.46,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200909,SEA_ID_JAKARTA,2020-09-09,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9326545075388224,-0.3607707992167831,0.475,4.66,0.785,1.5278571428571437,60.565,2.429777777777778,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200910,SEA_ID_JAKARTA,2020-09-10,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9387101892619444,-0.3447073839879337,0.595,2.035,3.93,0.9471428571428576,60.37500000000001,2.3765,0.0,4.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200911,SEA_ID_JAKARTA,2020-09-11,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9444892287836611,-0.3285423819108347,5.085,1.6949999999999998,0.555,1.3828571428571432,61.53,2.406944444444445,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200912,SEA_ID_JAKARTA,2020-09-12,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9499899229945008,-0.3122805568857948,2.41,1.48,26.335,1.4850000000000003,63.385000000000005,2.424722222222222,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200913,SEA_ID_JAKARTA,2020-09-13,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9552106508146316,-0.2959267013472896,0.22,0.065,2.5700000000000003,1.3050000000000004,37.27,2.4025,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200914,SEA_ID_JAKARTA,2020-09-14,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9601498736716017,-0.2794856348516098,4.395,0.285,1.16,1.9235714285714287,39.095000000000006,2.4094444444444445,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200915,SEA_ID_JAKARTA,2020-09-15,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9648061359537644,-0.2629622026565152,6.855,0.475,4.515000000000001,2.862142857142857,44.79,2.445222222222222,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200916,SEA_ID_JAKARTA,2020-09-16,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9691780654392534,-0.2463612742933153,6.605,0.595,2.385,3.737857142857144,46.88,2.506166666666666,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200917,SEA_ID_JAKARTA,2020-09-17,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9732643737003824,-0.2296877421317963,2.16,5.085,2.14,3.961428571428572,46.655,2.4867777777777778,4.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200918,SEA_ID_JAKARTA,2020-09-18,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9770638564833508,-0.2129465199384157,1.615,2.41,1.16,3.4657142857142857,46.13,2.395888888888889,5.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200919,SEA_ID_JAKARTA,2020-09-19,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9805753940631428,-0.1961425414281971,0.665,0.22,0.425,3.216428571428572,45.635,2.3952222222222224,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200920,SEA_ID_JAKARTA,2020-09-20,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9837979515735163,-0.1792807588107359,0.8350000000000001,4.395,0.12,3.3042857142857147,46.045,2.3802222222222222,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200921,SEA_ID_JAKARTA,2020-09-21,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9867305793119814,-0.1623661413307641,13.56,6.855,0.28,4.613571428571428,59.485,2.4233333333333333,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200922,SEA_ID_JAKARTA,2020-09-22,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9893724130196828,-0.1454036738036903,12.755,6.605,0.065,5.456428571428573,71.96000000000001,2.516388888888889,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200923,SEA_ID_JAKARTA,2020-09-23,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9917226741361014,-0.1283983551465515,10.82,2.16,0.765,6.058571428571429,82.715,2.608277777777778,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200924,SEA_ID_JAKARTA,2020-09-24,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9937806700284983,-0.1113551969048086,0.4549999999999999,1.615,0.0,5.815,82.405,2.603388888888889,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200925,SEA_ID_JAKARTA,2020-09-25,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9955457941960382,-0.0942792217754244,2.55,0.665,0.05,5.948571428571429,84.955,2.612611111111111,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200926,SEA_ID_JAKARTA,2020-09-26,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9970175264485268,-0.0771754621266464,0.295,0.8350000000000001,0.0,5.895714285714287,85.2,2.5836111111111117,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200927,SEA_ID_JAKARTA,2020-09-27,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.998195433059714,-0.0600489585149484,1.7599999999999998,13.56,0.0,6.027857142857144,86.96000000000001,2.595444444444444,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200928,SEA_ID_JAKARTA,2020-09-28,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9990791668951152,-0.0429047581995538,12.06,12.755,0.86,5.8135714285714295,99.02,2.729277777777777,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200929,SEA_ID_JAKARTA,2020-09-29,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.9996684675143132,-0.0257479136549881,4.72,10.82,1.4,4.665714285714286,102.88,2.7620555555555555,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20200930,SEA_ID_JAKARTA,2020-09-30,train,Indonesia,Jakarta,-6.2088,106.8456,-1.0,-1.8369701987210294e-16,-0.99996316124771,-0.0085834810820867,0.4449999999999999,0.4549999999999999,0.255,3.183571428571429,101.925,2.653777777777778,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20201001,SEA_ID_JAKARTA,2020-10-01,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844386,0.5000000000000001,-0.99996316124771,0.0085834810820872,0.635,2.55,0.115,3.2092857142857154,102.305,2.490222222222222,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20201002,SEA_ID_JAKARTA,2020-10-02,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844386,0.5000000000000001,-0.999668467514313,0.0257479136549886,3.1100000000000003,0.295,4.66,3.289285714285715,105.3,2.460888888888889,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20201003,SEA_ID_JAKARTA,2020-10-03,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844386,0.5000000000000001,-0.9990791668951152,0.0429047581995543,9.185,1.7599999999999998,2.035,4.559285714285715,109.825,2.5284444444444443,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20201004,SEA_ID_JAKARTA,2020-10-04,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844386,0.5000000000000001,-0.998195433059714,0.0600489585149481,24.645,12.06,1.6949999999999998,7.828571428571429,132.435,2.7980555555555555,3.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_ID_JAKARTA__20201005,SEA_ID_JAKARTA,2020-10-05,train,Indonesia,Jakarta,-6.2088,106.8456,-0.8660254037844386,0.5000000000000001,-0.9970175264485268,0.077175462126646,6.970000000000001,4.72,1.48,7.101428571428571,137.71,2.8384444444444443,4.0,0.0,1.0,0,0,0,0,0,0,0,0,0
