sample_id,entity_id,date,split,country,location_name,feature_canonical_latitude,feature_canonical_longitude,feature_month_sin,feature_month_cos,feature_day_of_year_sin,feature_day_of_year_cos,feature_rainfall_lag_1d_mm,feature_rainfall_lag_7d_mm,feature_rainfall_lag_30d_mm,feature_rainfall_rolling_7d_mean_prev_mm,feature_rainfall_rolling_30d_sum_prev_mm,feature_rainfall_rolling_90d_mean_prev_mm,feature_wet_spell_days_prev,feature_dry_spell_days_prev,feature_was_wet_previous_day,feature_rainfall_lag_1d_mm_was_imputed,feature_rainfall_lag_7d_mm_was_imputed,feature_rainfall_lag_30d_mm_was_imputed,feature_rainfall_rolling_7d_mean_prev_mm_was_imputed,feature_rainfall_rolling_30d_sum_prev_mm_was_imputed,feature_rainfall_rolling_90d_mean_prev_mm_was_imputed,feature_wet_spell_days_prev_was_imputed,feature_dry_spell_days_prev_was_imputed,feature_was_wet_previous_day_was_imputed
SEA_BN_BANDAR_SERI_BEGAWAN__20200128,SEA_BN_BANDAR_SERI_BEGAWAN,2020-01-28,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.4999999999999999,0.8660254037844387,0.4623829729035149,0.88668031802274,7.265,0.5,7.03,2.645714285714285,177.54,9.614888888888888,3.0,0.0,1.0,0,0,1,0,0,1,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200129,SEA_BN_BANDAR_SERI_BEGAWAN,2020-01-29,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.4999999999999999,0.8660254037844387,0.4775358864374882,0.8786122450571483,2.545,0.32,7.03,2.937857142857143,180.085,9.614888888888888,4.0,0.0,1.0,0,0,1,0,0,1,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200130,SEA_BN_BANDAR_SERI_BEGAWAN,2020-01-30,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.4999999999999999,0.8660254037844387,0.4925480679538643,0.8702852410301553,2.885,0.255,7.03,3.3042857142857143,182.97,9.614888888888888,5.0,0.0,1.0,0,0,1,0,0,1,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200131,SEA_BN_BANDAR_SERI_BEGAWAN,2020-01-31,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.4999999999999999,0.8660254037844387,0.5074150932938455,0.8617017599480682,1.355,0.12,1.695,3.4614285714285717,184.325,6.144166666666666,6.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200201,SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-01,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.8660254037844386,0.5000000000000001,0.5221325810768248,0.8528643314021597,0.76,2.095,1.285,3.552857142857143,183.39,5.970483870967742,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200202,SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-02,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.8660254037844386,0.5000000000000001,0.5366961939916004,0.8437755598231856,0.635,7.965,3.37,3.3442857142857143,182.74,5.80375,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200203,SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-03,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.8660254037844386,0.5000000000000001,0.5511016400746002,0.8344381237138473,1.925,7.265,1.635,2.481428571428572,181.295,5.6862121212121215,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200204,SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-04,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.8660254037844386,0.5000000000000001,0.5653446739747429,0.8248547748594244,1.095,2.545,4.53,1.6,180.755,5.551176470588236,2.0,0.0,1.0,0,0,0,0,0,0,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200205,SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-05,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.8660254037844386,0.5000000000000001,0.5794210982045637,0.8150283375168114,0.66,2.885,0.6399999999999999,1.330714285714286,176.88500000000002,5.411428571428572,0.0,1.0,0.0,0,0,0,0,0,0,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200206,SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-06,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.8660254037844386,0.5000000000000001,0.593326764377232,0.8049617075821959,0.3349999999999999,1.355,1.19,0.9664285714285714,176.57999999999998,5.270416666666666,0.0,2.0,0.0,0,0,0,0,0,0,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200207,SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-07,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.8660254037844386,0.5000000000000001,0.6070575744291002,0.7946578517376252,0.425,0.76,39.31,0.8335714285714287,175.815,5.139459459459459,0.0,3.0,0.0,0,0,0,0,0,0,0,0,0
SEA_BN_BANDAR_SERI_BEGAWAN__20200208,SEA_BN_BANDAR_SERI_BEGAWAN,2020-02-08,train,Brunei,Bandar Seri Begawan,4.9031,114.9398,0.8660254037844386,0.5000000000000001,0.6206094818274227,0.7841198065767104,1.295,0.635,0.73,0.91,137.79999999999998,5.03828947368421,1.0,0.0,1.0,0,0,0,0,0,0,0,0,0
